Number of Records,Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,City,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Median Dom,Median Dom Mom,Median Dom Yoy,Median List Ppsf,Median List Ppsf Mom,Median List Ppsf Yoy,Median List Price,Median List Price Mom,Median List Price Yoy,Median Ppsf,Median Ppsf Mom,Median Ppsf Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,Months Of Supply,Months Of Supply Mom,Months Of Supply Yoy,New Listings,New Listings Mom,New Listings Yoy,Period Begin,Period Duration,Period End,Price Drops,Price Drops Mom,Price Drops Yoy,Property Type,Region,Region Type,Sold Above List,Sold Above List Mom,Sold Above List Yoy,State,State Code,Table Id
1,1.042131991,0.004144518,-0.020536259,Portland,31,-0.138888889,-0.138888889,8,0.142857143,-0.428571429,6,0,-0.5,282.8546562,0.092333254,0.264597183,415116.5,-0.023140369,0.03792099,263.0444157,0.028264534,0.010193263,440000,-0.007332205,0.035537774,,,,26,-0.235294118,-0.35,5/1/17,90,7/31/17,,,,All Residential,"Portland, OR - South Tabor",neighborhood,0.774193548,0.079749104,0.024193548,Oregon,OR,34813
1,1.008801292,-0.006948403,-0.024002642,Portland,30,0.153846154,-0.090909091,10,0.111111111,-0.230769231,7,2,-3,252.100372,0.025208179,0.116863815,470000,-0.039836568,-0.015603728,235.5213185,0.025040141,0.089999182,488700,0.035381356,0.136511628,,,,34,0.172413793,-0.055555556,5/1/17,90,7/31/17,,,,All Residential,"Portland, OR - Hayhurst",neighborhood,0.433333333,0.01025641,-0.142424242,Oregon,OR,35020
1,1.030379063,-0.001257979,-0.014867019,Portland,112,0.037037037,0.302325581,32,-0.03030303,-0.346938776,7,-1,0,227.2727273,0.040106952,0.165400966,295500,-0.013355593,0.140926641,224.6336314,0.01480182,0.227446365,304500,-0.017424976,0.175675676,,,,119,0.017094017,0.081818182,5/1/17,90,7/31/17,,,,All Residential,"Portland, OR - Lents",neighborhood,0.616071429,0.041997354,-0.035091362,Oregon,OR,35022
1,1.016876523,-0.00965256,-0.015614697,Portland,53,0.019230769,-0.116666667,28,-0.176470588,0.217391304,5,0,-1.5,261.2888029,0.018551261,0.07122151,544900,-9.18E-05,-0.009092562,286.0567219,-0.071052552,0.073267293,530000,-0.032405294,-0.003923227,,,,71,-0.08974359,0.028985507,5/1/17,90,7/31/17,,,,All Residential,"Portland, OR - Richmond",neighborhood,0.58490566,-0.088171263,-0.081761006,Oregon,OR,35064
1,1.012433004,-0.000633158,-0.011426743,Portland,28,0.217391304,-0.096774194,10,-0.230769231,0.428571429,8,-0.5,1,274.0711124,-0.012162268,0.10109745,742000,0.041513142,0.080058224,272.8611132,0.021784616,0.119772019,747000,0.000669792,0.067142857,,,,28,-0.125,-0.066666667,5/1/17,90,7/31/17,,,,All Residential,"Portland, OR - Alameda",neighborhood,0.464285714,-0.057453416,-0.180875576,Oregon,OR,35143
1,0.995746185,3.23E-05,-0.004322922,Portland,87,0.12987013,0.191780822,77,0.069444444,0.425925926,14,-6,-3,238.1502172,0.000478101,0.03052323,750000,0.003411599,-0.00397745,244.8617694,0,0.047711571,674990,0.005976333,-0.081646259,,,,96,-0.094339623,0.246753247,5/1/17,90,7/31/17,,,,All Residential,"Portland, OR - Forest Park",neighborhood,0.32183908,0.010150769,-0.061722563,Oregon,OR,35196
1,1.043650967,-0.006054902,0.009186844,Portland,14,-0.222222222,0,9,0,0.8,6,0,-3.5,253.1152648,0.023024567,-0.136370306,550000,0.009266905,0.202185792,280.2406719,0.00660769,0.058320655,588250,-0.002966102,0.1591133,,,,9,-0.357142857,-0.25,5/1/17,90,7/31/17,,,,All Residential,"Portland, OR - Boise",neighborhood,0.714285714,-0.007936508,0.214285714,Oregon,OR,35201
1,1.004422307,-0.006325535,-0.045863076,Portland,25,0,-0.038461538,28,0.4,0.647058824,6,0,1,243.902439,0.021278769,0.014648878,449950,0.022643851,0.016836158,244.8979592,-0.004626578,-0.065189504,435000,-0.031180401,-0.033333333,,,,48,0.170731707,0.2,5/1/17,90,7/31/17,,,,All Residential,"Portland, OR - Creston-Kenilworth",neighborhood,0.48,0,-0.096923077,Oregon,OR,35304
1,1.015715125,-0.009535592,-0.024903081,Portland,37,-0.026315789,-0.075,18,0.058823529,0.285714286,10,4,4,260.7488648,-0.005938007,0.032791901,549950,-0.009009821,0.0999,275.4831376,-0.003469694,0.126368225,580000,-0.006509078,0.094339623,,,,54,0.08,0.317073171,5/1/17,90,7/31/17,,,,All Residential,"Portland, OR - Mount Tabor",neighborhood,0.513513514,-0.012802276,-0.161486486,Oregon,OR,35328
1,1.016283549,-0.01282078,-0.051177799,Portland,57,0.295454545,0.075471698,22,-0.043478261,0.222222222,7,1,1,243.6281859,-0.051178956,0.095255528,549000,-0.010810811,0.227364185,264.8054146,-0.059879211,0.123681939,550000,0.066925315,0.205347359,,,,69,0,-0.014285714,5/1/17,90,7/31/17,,,,All Residential,"Portland, OR - Concordia",neighborhood,0.596491228,-0.039872408,-0.139357829,Oregon,OR,35334
1,0.99199498,0.001681612,-0.018047793,Portland,22,0.1,1,29,0.16,0.8125,56.5,0,11,216.8150567,-0.156118092,-0.035612608,260838.5,-0.019035352,0.014935798,233.8975694,0.103448562,0.107935855,252400,0,-0.098571429,,,,32,-0.03030303,0.6,5/1/17,90,7/31/17,,,,All Residential,"Portland, OR - Hayden Island",neighborhood,0.363636364,0.063636364,-0.090909091,Oregon,OR,35357
1,1.019567669,-0.01097769,0.00857623,Portland,31,0.068965517,0.148148148,14,-0.263157895,0,9,4,3,295.1298701,0.012214401,0.098837072,534000,-0.014305491,0.090018371,291.9087755,0.00523515,0.047926027,525000,-0.030023095,0.130734439,,,,29,-0.275,-0.121212121,5/1/17,90,7/31/17,,,,All Residential,"Portland, OR - Sunnyside",neighborhood,0.516129032,-0.17352614,0.071684588,Oregon,OR,35425
1,0.990873305,-0.008497739,-0.022023606,Portland,30,0.153846154,-0.032258065,14,0.272727273,0,6,-6,-1,265.7263291,-0.0308593,-0.012042164,739900,-0.02,-0.029512067,268.7308368,0.039683424,0.075321467,784000,-0.006966434,0.011743451,,,,32,0.032258065,0.142857143,5/1/17,90,7/31/17,,,,All Residential,"Portland, OR - Eastmoreland",neighborhood,0.3,0.030769231,-0.087096774,Oregon,OR,35485
1,0.995617644,-0.003068778,-0.014374968,Portland,86,0.131578947,-0.022727273,78,-0.025,0.444444444,16,1,7,311.0477041,-0.027406935,-0.053438017,528000,-0.001796011,0.175946548,312.8937518,-0.005567464,0.062841586,520000,0.061766207,0.188571429,,,,113,-0.103174603,0.177083333,5/1/17,90,7/31/17,,,,All Residential,"Portland, OR - Corbett",neighborhood,0.244186047,-0.058445532,-0.119450317,Oregon,OR,35611
1,1.020089193,-0.005455116,-0.022094823,Portland,331,0.09602649,0.103333333,184,0.101796407,0.286713287,8,-1,1,255.1680136,0.003475978,0.068674257,549500,-0.000727405,0.101202405,265.4344512,-0.005395422,0.068120998,550000,0,0.111111111,,,,375,-0.0234375,-0.04822335,5/1/17,90,7/31/17,,,,All Residential,"Portland, OR - Northeast Portland",neighborhood,0.561933535,-0.007602889,-0.061399799,Oregon,OR,35655
1,1.027805961,-0.004395496,-0.017963656,Portland,358,0.017045455,0.101538462,179,0.147435897,0.356060606,6,0,-1,254.1757444,0.007441442,0.109143344,379900,0.013066667,0.085738783,253.6076663,0.011260569,0.102623771,386000,-0.01025641,0.072222222,,,,422,-0.032110092,0.082051282,5/1/17,90,7/31/17,,,,All Residential,"Portland, OR - North Portland",neighborhood,0.597765363,-0.001666455,-0.063773098,Oregon,OR,35802
1,1.030393479,0.003646204,-0.007877471,Portland,79,-0.0125,-0.168421053,37,-0.097560976,-0.026315789,6,-1.5,-1,252.9454283,0,0.16248653,329900,0.0309375,0.15754589,250,-0.010806212,0.12962963,322000,0.0304,0.091525424,,,,103,0.107526882,0.072916667,5/1/17,90,7/31/17,,,,All Residential,"Portland, OR - Brentwood-Darlington",neighborhood,0.582278481,0.007278481,-0.049300466,Oregon,OR,44892
1,1.024986829,-0.002142167,-0.017180432,Portland,235,0.098130841,0.049107143,112,-0.034482759,0.272727273,7,0,0,238,-0.00136283,0.053463188,441500,-0.017797553,0.093498452,243.2126697,0.000559096,0.031811326,440000,0,0.051606389,,,,282,-0.010526316,0.084615385,5/1/17,90,7/31/17,,,,All Residential,"Portland, OR - Central Northeast Portland",neighborhood,0.54893617,0.011552993,-0.10731383,Oregon,OR,155942
1,0.994906992,-0.002513472,-0.00952069,Portland,378,0.055865922,-0.104265403,333,0.099009901,0.185053381,13,-2,2,386.2724687,0.019110322,-0.066810677,575000,-0.0237691,0.02862254,372.1308399,-0.040408031,-0.088543045,512995,0.035730005,-0.078590031,,,,489,-0.043052838,-0.102752294,5/1/17,90,7/31/17,,,,All Residential,"Portland, OR - Neighbors West-Northwest",neighborhood,0.306878307,-0.008764151,-0.117292309,Oregon,OR,155943
1,1.021571441,-0.001896221,-0.020256347,Portland,567,-0.019031142,-0.120930233,317,0.112280702,0.191729323,7,0,0,259.8670191,0.004515492,0.081062495,415000,-0.023529412,0.03775944,259.5251242,-0.006057312,0.064842886,425000,-0.012775842,0.0625,,,,771,0.082865169,0.070833333,5/1/17,90,7/31/17,,,,All Residential,"Portland, OR - Southeast Uplift",neighborhood,0.555555556,-0.010188389,-0.073901809,Oregon,OR,155947
1,1.053921094,0.003794152,-0.032807295,Portland,15,-0.166666667,0.875,6,0,-0.333333333,12,3,6,217.8899083,-0.048969499,-0.143235865,519000,-0.011428571,0.038207642,262.2427253,-0.019309833,0.019223005,605000,-0.020242915,0.230925738,,,,11,0,-0.214285714,5/1/17,90,7/31/17,,,,All Residential,"Portland, OR - Vernon",neighborhood,0.533333333,-0.077777778,-0.216666667,Oregon,OR,155956
1,1.035670109,-0.002283763,0.001450552,Portland,8,0.142857143,-0.272727273,8,0.333333333,0.333333333,6.5,-0.5,0.5,158.643326,-0.213382583,-0.108656204,315000,0.086206897,0.097560976,201.5855561,0.030866827,0.138974857,302000,0.04137931,0.172815534,,,,11,0,-0.266666667,5/1/17,90,7/31/17,,,,All Residential,"Portland, OR - Glenfair",neighborhood,0.875,0.017857143,0.056818182,Oregon,OR,155964
1,1.019326179,-0.004616106,-0.044698808,Portland,18,0.125,0.285714286,12,0,1,9,-5,-2,284.6379702,-0.093597528,0.117760933,595000,-0.118453219,-0.083840172,301.4485627,-0.194707181,0.030569924,685000,0.254578755,0.442105263,,,,21,-0.045454545,0.05,5/1/17,90,7/31/17,,,,All Residential,"Portland, OR - Buckman",neighborhood,0.666666667,0.041666667,0.166666667,Oregon,OR,155965
1,1.007757923,0.002339809,-0.042865699,Portland,13,0.083333333,0.444444444,6,2,0,8,2,1,286.9474312,0,0.206584577,393700,0.006261981,-0.051325301,265.6675749,0.077691247,0.23734673,415000,0,0.0375,,,,12,0,0.2,5/1/17,90,7/31/17,,,,All Residential,"Portland, OR - Crestwood",neighborhood,0.461538462,0.044871795,-0.094017094,Oregon,OR,156018
1,1.015618694,0.004846531,-0.030549604,Portland,15,-0.318181818,-0.318181818,9,0.125,-0.1,7,0,2,222.6614699,0.033339298,0.053430828,400000,-0.047619048,0.01923812,226.0018639,0.020350114,0.033866124,380000,0.031327943,-0.110070258,,,,24,0.263157895,-0.2,5/1/17,90,7/31/17,,,,All Residential,"Portland, OR - West Portland Park",neighborhood,0.533333333,-0.103030303,-0.148484848,Oregon,OR,156019
1,1.015470317,-0.003374023,-0.006693325,Portland,119,-0.055555556,0.081818182,45,-0.1,-0.338235294,13.5,-0.5,3.5,183.3244037,-0.013870956,0.06181867,285000,-0.01690238,0.140342103,187.7085651,0.011627144,0.115619002,289900,-0.003780069,0.15751647,,,,122,0.042735043,-0.175675676,5/1/17,90,7/31/17,,,,All Residential,"Portland, OR - Powellhurst-Gilbert",neighborhood,0.478991597,-0.044817927,-0.139190222,Oregon,OR,156042
1,1.025512183,0.006872217,0.038190994,Portland,5,0.25,-0.285714286,5,0.666666667,1.5,10,4,-45,215.393134,0,0.176940596,275000,-0.293059126,0.007326007,221.4839424,-0.017408178,0.183357064,400000,-0.001248439,0.123595506,,,,7,0.4,0.4,5/1/17,90,7/31/17,,,,All Residential,"Portland, OR - East Columbia",neighborhood,1,0,0.571428571,Oregon,OR,156045
1,0.996558057,-0.007964384,-0.02158388,Portland,13,0,-0.1875,20,0.111111111,0.428571429,6.5,-13.5,0.5,240.3846154,0.008894536,0.004855242,550000,-0.050824057,0.102204409,290.8229212,0.006979506,0.309346431,585000,0.044642857,0.244680851,,,,21,-0.25,-0.3,5/1/17,90,7/31/17,,,,All Residential,"Portland, OR - Humboldt",neighborhood,0.538461538,0.076923077,0.100961538,Oregon,OR,156051
1,1.008309718,-0.003198055,-0.013477448,Portland,438,0.084158416,0.006896552,270,0.018867925,-0.032258065,8,0,1,254.1521687,-0.006791525,0.079403521,495250,-0.00930186,0.024407902,255.4563492,0.000129104,0.082357445,485158,0.020311251,0.078128889,,,,553,-0.028119508,0.016544118,5/1/17,90,7/31/17,,,,All Residential,"Portland, OR - Lair Hill",neighborhood,0.433789954,-0.036507075,-0.071957172,Oregon,OR,156063
1,1.073210549,0.004547162,0.036859976,Portland,33,0.03125,-0.266666667,9,0.8,0.125,4,-0.5,-5,214.0965732,0.069446581,0.235233761,285000,0,0.025548759,210.9375,-0.02020723,0.243113883,276300,0.120892495,0.034831461,,,,37,0.193548387,0.15625,5/1/17,90,7/31/17,,,,All Residential,"Portland, OR - Mill Park",neighborhood,0.636363636,0.011363636,-0.052525253,Oregon,OR,156072
1,1.030104877,-0.037944401,-0.025019983,Portland,27,0.227272727,1.7,17,0.888888889,3.25,6.5,1.5,0.5,205.7453845,0.022994609,0.09173605,352400,0.014392631,0.175058353,167.0843776,-0.035984155,-0.237755291,374000,0.065906662,0.139375476,,,,34,0.307692308,1.615384615,5/1/17,90,7/31/17,,,,All Residential,"Portland, OR - Russell",neighborhood,0.666666667,-0.106060606,0.066666667,Oregon,OR,156088
1,1.042500807,-0.003767195,0.002424755,Portland,91,0.1375,-0.165137615,29,-0.30952381,-0.482142857,5,0,-1,186.0622463,0,0.127541508,319000,-0.016797658,0.171932403,199.6257018,-0.042071662,0.159774084,328000,0.075409836,0.192727273,,,,90,-0.1,-0.296875,5/1/17,90,7/31/17,,,,All Residential,"Portland, OR - Hazelwood",neighborhood,0.626373626,0.001373626,-0.02500252,Oregon,OR,156102
1,1.014797706,-0.013458554,0.006153293,Portland,21,0.235294118,0.235294118,4,-0.5,-0.333333333,6,0,-0.5,240.7152682,0.011964502,0.174466384,425000,-0.044836498,-0.105263158,231.6112084,0.008060212,0.008257748,489900,-0.018236473,0.158156028,,,,23,-0.115384615,0.210526316,5/1/17,90,7/31/17,,,,All Residential,"Portland, OR - Markham",neighborhood,0.476190476,-0.170868347,0.005602241,Oregon,OR,156105
1,1.038743145,0.001198527,0.021172814,Portland,43,0.162162162,0.72,15,-0.117647059,-0.210526316,7,-1,-1,249.7155859,0.014924986,0.043469301,519000,0.140784702,0.038207642,267.1059301,-0.05924386,0.109360327,527000,0.003809524,0.121276596,,,,45,-0.02173913,0.153846154,5/1/17,90,7/31/17,,,,All Residential,"Portland, OR - King",neighborhood,0.627906977,0.033312382,0.067906977,Oregon,OR,156121
1,1.020644903,-0.017184107,-0.012223309,Portland,11,0.222222222,-0.45,14,-0.066666667,13,21,11,15,273.1591449,0.101354425,0.173606455,520000,-0.054373522,0.094736842,299.7997998,-0.057599013,0.146223985,550000,0.111111111,0.046622265,,,,23,-0.08,0.642857143,5/1/17,90,7/31/17,,,,All Residential,"Portland, OR - Kerns",neighborhood,0.636363636,-0.141414141,-0.013636364,Oregon,OR,156146
1,1.018237489,-0.002543291,-0.014426234,Portland,38,0.461538462,0.225806452,14,-0.125,0.076923077,7,-2.5,-1,259.765625,-0.041374943,0.043065052,610000,0.03565365,0.109090909,278.6769409,0.04454334,0.050987132,617000,0.05200341,0.121818182,,,,43,-0.085106383,0.303030303,5/1/17,90,7/31/17,,,,All Residential,"Portland, OR - Beaumont-Wilshire",neighborhood,0.526315789,0.026315789,-0.086587436,Oregon,OR,156148
1,1.034196742,0.009795339,0.002262582,Portland,47,-0.020833333,0.093023256,26,0.130434783,0.238095238,6,-4,-1,248.0780311,-0.008308329,0.044336255,449450,-0.001111235,0.126441103,265.0793639,0.038020049,0.131960527,425000,0.015531661,0.049382716,,,,66,0.03125,0.609756098,5/1/17,90,7/31/17,,,,All Residential,"Portland, OR - Multnomah Village",neighborhood,0.638297872,0.034131206,0.03364671,Oregon,OR,156154
1,0.984786343,0.001041051,-0.013608522,Portland,11,0,-0.214285714,8,0,0.142857143,16,-2,10,308.4677419,-0.016238012,-0.063614298,595000,-0.006677796,1.245706737,305.5204383,-0.024305697,-0.001966568,505000,-0.165289256,0.964980545,,,,19,0.117647059,0.357142857,5/1/17,90,7/31/17,,,,All Residential,"Portland, OR - Homestead",neighborhood,0.363636364,0,-0.064935065,Oregon,OR,156172
1,1.030389728,-0.061080509,-0.046767098,Portland,7,0,-0.222222222,7,0.4,0.166666667,15,9,10.5,220.0117371,0.004055952,0.063976235,324950,-0.022559783,0.182066206,215.7534247,0.052299231,0.146856607,300000,0,0.016949153,,,,15,0.5,0.071428571,5/1/17,90,7/31/17,,,,All Residential,"Portland, OR - Sumner",neighborhood,0.285714286,-0.285714286,-0.492063492,Oregon,OR,156186
1,1.047949652,0.00771519,-0.018407344,Portland,23,-0.178571429,-0.178571429,10,-0.375,-0.230769231,5,-0.5,-1,263.1861485,0.028938812,0.080812026,377450,0.006533333,0.18322884,256.4894932,0.028834185,0.049448388,390000,-0.018867925,0.405658677,,,,32,-0.03030303,-0.085714286,5/1/17,90,7/31/17,,,,All Residential,"Portland, OR - Cathedral Park",neighborhood,0.695652174,0.052795031,-0.090062112,Oregon,OR,156188
1,0.993233278,-0.015670611,-0.0751098,Portland,14,-0.125,0.272727273,9,-0.25,0.125,8.5,-4,1.5,263.9777439,-0.06178868,0.19484663,534000,-0.019193682,0.124210526,245.9210723,-0.063930439,0.077022514,513750,0.025449102,0.211674528,,,,20,0,0.538461538,5/1/17,90,7/31/17,,,,All Residential,"Portland, OR - Collins View",neighborhood,0.214285714,-0.098214286,-0.512987013,Oregon,OR,156220
1,1.019073878,0.019313999,0.018223092,Portland,15,-0.285714286,0.071428571,12,-0.076923077,1,7,1.5,-3,255.9417281,-0.034524731,0.259491395,499450,-0.025368329,0.051473684,289.0960563,-0.015697213,0.417724021,494000,0,0.21656149,,,,26,0,0.238095238,5/1/17,90,7/31/17,,,,All Residential,"Portland, OR - North Tabor",neighborhood,0.533333333,0.00952381,0.104761905,Oregon,OR,156232
1,1.055318078,0.000900507,0.019185356,Portland,86,-0.113402062,-0.011494253,45,0.25,-0.02173913,4,-1,-3,202.4075816,0.012182506,0.142174781,289400,0.033940693,0.158063225,214.8295262,-0.001593548,0.151972667,280000,0,0.12,,,,110,0.111111111,-0.083333333,5/1/17,90,7/31/17,,,,All Residential,"Portland, OR - Centennial",neighborhood,0.813953488,0.092304004,0.147286822,Oregon,OR,156236
1,0.995877985,0.009748593,-0.006420497,Portland,9,0,-0.25,4,0,-0.555555556,25,1.5,10,211.933391,-0.05207297,-0.086482928,415000,-0.200385356,-0.034659223,232.9109206,0.04996243,-0.029926129,496450,0,0.028911917,,,,9,-0.181818182,-0.307692308,5/1/17,90,7/31/17,,,,All Residential,"Portland, OR - Far Southwest",neighborhood,0.333333333,0.222222222,0,Oregon,OR,156240
1,0.991707827,-0.004833459,-0.002962255,Portland,24,0.2,-0.25,21,0,0.105263158,13.5,0.5,-3.5,451.5823553,0.105835489,0.093071103,662450,-0.257759104,-0.345696084,461.3448456,0.076183704,0.082892956,932500,0.013586957,0.117515939,,,,28,0,-0.066666667,5/1/17,90,7/31/17,,,,All Residential,"Portland, OR - Hillside",neighborhood,0.25,0,-0.15625,Oregon,OR,156256
1,0.992656823,-0.009058697,-0.014963295,Portland,52,-0.118644068,-0.118644068,29,0.035714286,0.035714286,11,-2.5,1,194.8397267,0.017073461,0.130591725,334450,-0.007493137,0.096557377,187.5629406,-0.000626178,0.0954848,336000,-0.008849558,0.033846154,,,,70,0.060606061,0.076923077,5/1/17,90,7/31/17,,,,All Residential,"Portland, OR - Wilkes",neighborhood,0.384615385,-0.073011734,-0.056062581,Oregon,OR,156259
1,0.99859132,-0.008129056,-0.047257978,Portland,57,-0.05,-0.149253731,36,-0.052631579,0.333333333,11,2,3.5,272.5567559,-0.002629079,0.047191412,524900,0.050010002,0.051903808,275.7715036,-0.072038955,-0.008615212,565000,0.043397969,0.141414141,,,,79,0,0.053333333,5/1/17,90,7/31/17,,,,All Residential,"Portland, OR - Westmoreland",neighborhood,0.350877193,-0.049122807,-0.320764598,Oregon,OR,156262
1,1.014602903,0.003564921,-0.011682893,Portland,14,0.272727273,0.4,13,0.083333333,1.6,6,0,-3.5,261.2393682,0,-0.036871149,549000,0.003656307,0.030985915,261.6903736,-0.019424787,-0.127413422,519500,0.060204082,0.218768328,,,,25,0.041666667,0.785714286,5/1/17,90,7/31/17,,,,All Residential,"Portland, OR - Eliot",neighborhood,0.571428571,0.116883117,-0.128571429,Oregon,OR,156270
1,0.981984474,-0.00652523,0.004974095,Portland,22,0.294117647,0.571428571,29,-0.147058824,0.16,43,29,-13,305.8840911,0.011346499,0.051555515,1020000,0.021225471,0.134593993,262.3433103,0.011120407,0.055780183,731000,0.029577465,-0.262547289,,,,26,-0.257142857,-0.161290323,5/1/17,90,7/31/17,,,,All Residential,"Portland, OR - Forest Highlands",neighborhood,0.090909091,-0.026737968,0.019480519,Oregon,OR,190804
1,1.021865695,-0.001704027,-0.016883244,Portland,50,0.19047619,0.063829787,16,-0.333333333,-0.428571429,7,-5,-6,230.8120133,0.009987997,0.130466252,275000,-0.00883042,-0.051724138,220.5231769,0.032648108,0.157205206,286350,-0.04534089,-0.004,,,,53,0.019230769,-0.036363636,5/1/17,90,7/31/17,,,,All Residential,"Portland, OR - Southgate",neighborhood,0.54,0.04,-0.140851064,Oregon,OR,209034
1,0.995440274,-0.005679167,-0.009233484,Portland,94,0.032967033,-0.078431373,86,0.146666667,0.482758621,10,0,-2,405.913504,-0.006154007,0.061739195,599000,-0.048375566,-0.118404592,423.2449825,0.001531285,0.065101169,684500,0.150420168,-0.028388928,,,,129,-0.078571429,0.0078125,5/1/17,90,7/31/17,,,,All Residential,"Portland, OR - Northwest District",neighborhood,0.319148936,-0.010521394,-0.151439299,Oregon,OR,346896
1,1.020718329,-0.005102096,-0.009421769,Portland,168,0.012048193,-0.071823204,98,-0.057692308,0.225,6,0,-1,265.512605,-0.015274969,0.064343305,549900,-0.000181818,0,281.8289318,-0.029476425,0.064910749,551000,-0.04173913,0.022263451,,,,225,-0.034334764,0.041666667,5/1/17,90,7/31/17,,,,All Residential,"Portland, OR - Hawthorne District",neighborhood,0.571428571,-0.037005164,-0.025256511,Oregon,OR,347001
1,0.963201153,-0.016349708,-0.051071747,Portland,16,0.066666667,0.6,17,0,-0.105263158,54.5,-2.5,31.5,363.0049971,-0.05756627,-0.068515479,1396000,-0.263324538,0.034074074,302.7755913,0.014854349,-0.121827562,1497500,-0.001666667,0.034542314,,,,14,0,0.272727273,5/1/17,90,7/31/17,,,,All Residential,"Portland, OR - Dunthorpe",neighborhood,0.0625,-0.1375,-0.1375,Oregon,OR,347006
1,1.007933833,-0.003939333,-0.03313688,Portland,33,0.1,0.064516129,12,-0.076923077,-0.076923077,10.5,2.5,4.5,231.2334802,-0.002794849,0.116227072,499900,0.000900991,0.031795994,235.242676,0.003247902,0.043133238,469900,-0.001169093,0.017099567,,,,29,-0.147058824,-0.033333333,6/1/17,90,8/31/17,,,,All Residential,"Portland, OR - University Park",neighborhood,0.393939394,-0.006060606,-0.122189638,Oregon,OR,29142
1,1.008620007,2.11E-05,-0.001001943,Portland,21,-0.045454545,-0.25,19,0.1875,0.9,14,5,3,264.5695364,-0.001307158,0.083137028,725000,-0.013471221,0.050724638,270.8630528,0.025828672,0.107920194,789000,-0.048537835,0.059060403,,,,35,0.166666667,0.296296296,6/1/17,90,8/31/17,,,,All Residential,"Portland, OR - Laurelhurst",neighborhood,0.476190476,-0.023809524,0.119047619,Oregon,OR,29343
1,0.997727522,-0.010264731,-0.048403212,Portland,58,0.094339623,0.348837209,29,-0.194444444,-0.292682927,6,-0.5,0,238.2704692,-0.012463786,0.039373301,589000,-0.016694491,0.092865757,236.4686268,-0.041873233,-0.034170335,488750,-0.044477028,0.0625,,,,54,-0.316455696,-0.181818182,6/1/17,90,8/31/17,,,,All Residential,"Portland, OR - Hillsdale",neighborhood,0.482758621,-0.083279115,-0.238171612,Oregon,OR,29517
1,0.972660616,-0.021542303,-0.057339834,Portland,11,-0.083333333,-0.388888889,6,1,1,6.5,1.5,-2,274.8132337,-0.069502313,0.111594975,499000,0.050526316,0.018575219,274.8132337,0.031606442,0.107622988,550000,-0.034240562,0.085883514,,,,15,0.363636364,0.071428571,6/1/17,90,8/31/17,,,,All Residential,"Portland, OR - Reed",neighborhood,0.181818182,-0.234848485,-0.484848485,Oregon,OR,29606
1,1.01904299,0.008282649,0.017966507,Portland,31,0,0.291666667,15,-0.285714286,0.153846154,7,-7,-17,282.1519548,0.009519973,0.112198336,612450,-0.079022556,-0.1834,264.2369021,0.013682445,0.009821882,723000,-0.054901961,-0.002758621,,,,30,-0.142857143,-0.230769231,6/1/17,90,8/31/17,,,,All Residential,"Portland, OR - Irvington",neighborhood,0.612903226,0.032258065,0.237903226,Oregon,OR,29828
1,0.995038823,-0.007237098,-0.037904762,Portland,9,-0.307692308,0,12,0.2,0.333333333,16,1,11,219.8548813,0.045779711,-0.038915934,499950,-0.130521739,0.069411765,217.8181818,-0.002264377,0.05375596,535000,0.044921875,0.188888889,,,,17,0.0625,0.214285714,6/1/17,90,8/31/17,,,,All Residential,"Portland, OR - South Burlingame",neighborhood,0.333333333,-0.128205128,-0.333333333,Oregon,OR,30142
1,0.993741806,0.004019195,-0.035598878,Portland,8,-0.2,-0.529411765,10,-0.230769231,0.428571429,4,-1,-7,243.8414634,-0.031162323,0.05533151,599950,-0.127281984,-0.199959995,282.118586,0.016017646,0.226465113,628700,-0.174880241,-0.002063492,,,,13,-0.277777778,0,6/1/17,90,8/31/17,,,,All Residential,"Portland, OR - Sylvan-Highlands",neighborhood,0.25,-0.05,-0.279411765,Oregon,OR,30259
1,1.010840542,-0.008413738,-0.020658302,Portland,38,0.027027027,-0.224489796,33,0.178571429,0.833333333,4,0,-4,260.9034268,0.037166594,0.116052776,402450,-0.022942462,0.149857143,263.9569695,0.01500979,0.131808015,417500,-0.005952381,0.076030928,,,,64,0.032258065,0.306122449,6/1/17,90,8/31/17,,,,All Residential,"Portland, OR - Kenton",neighborhood,0.421052632,-0.173541963,-0.15037594,Oregon,OR,30288
1,1.031739933,-0.005938623,-0.014360216,Portland,91,-0.09,0.02247191,40,0.6,0.379310345,6,1,-1,250,0.039823009,0.048561151,349900,0.002578797,0.093779306,245.9558824,0.00032041,0.024816176,350000,-0.034482759,0.141924959,,,,109,0.147368421,0.079207921,6/1/17,90,8/31/17,,,,All Residential,"Portland, OR - St. Johns",neighborhood,0.593406593,-0.096593407,-0.10322262,Oregon,OR,30396
